Proteins,Intensity LUAD_phos_01T,Intensity LUAD_phos_02T,Intensity LUAD_phos_03T,Intensity LUAD_phos_04T,Intensity LUAD_phos_05T,Intensity LUAD_phos_06T,Intensity LUAD_phos_07T,Intensity LUAD_phos_08T,Intensity LUAD_phos_09T,Intensity LUAD_phos_10T,Intensity LUAD_phos_11T,Intensity LUAD_phos_12T,Intensity LUAD_phos_13T,Intensity LUAD_phos_14T,Intensity LUAD_phos_15T,Intensity LUAD_phos_16T,Intensity LUAD_phos_17T,Intensity LUAD_phos_18T,Intensity LUAD_phos_19T,Intensity LUAD_phos_20T,Intensity LUAD_phos_21T,Intensity LUAD_phos_22T,Intensity LUAD_phos_23T,Intensity LUAD_phos_24T,Intensity LUAD_phos_25T,Intensity LUAD_phos_26T,Intensity LUAD_phos_27T,Intensity LUAD_phos_28T,Intensity LUAD_phos_29T,Intensity LUAD_phos_30T,Intensity LUAD_phos_31T,Intensity LUAD_phos_32T,Intensity LUAD_phos_33T,Intensity LUAD_phos_34T,Intensity LUAD_phos_35T,Intensity LUAD_phos_36T,Intensity LUAD_phos_37T,Intensity LUAD_phos_38T,Intensity LUAD_phos_39T,Intensity LUAD_phos_40T,Intensity LUAD_phos_41T,Intensity LUAD_phos_42T,Intensity LUAD_phos_43T,Intensity LUAD_phos_44T,Intensity LUAD_phos_45T,Intensity LUAD_phos_46T,Intensity LUAD_phos_47T,Intensity LUAD_phos_48T,Intensity LUAD_phos_49T,Intensity LUAD_phos_50T,Intensity LUAD_phos_51T,Intensity LUAD_phos_52T,Intensity LUAD_phos_53T,Intensity LUAD_phos_54T,Intensity LUAD_phos_55T,Intensity LUAD_phos_56T,Intensity LUAD_phos_57T,Intensity LUAD_phos_58T,Intensity LUAD_phos_59T,Intensity LUAD_phos_60T,Intensity LUAD_phos_61T,Intensity LUAD_phos_62T,Intensity LUAD_phos_75T,Intensity LUAD_phos_76T,Intensity LUAD_phos_77T,Intensity LUAD_phos_78T,Intensity LUAD_phos_79T,Intensity LUAD_phos_80T,Intensity LUAD_phos_81T,Intensity LUAD_phos_82T,Intensity LUAD_phos_83T,Intensity LUAD_phos_84T,Intensity LUAD_phos_85T,Intensity LUAD_phos_86T,Intensity LUAD_phos_87T,Intensity LUAD_phos_88T,Intensity LUAD_phos_90T,Intensity LUAD_phos_91T,Intensity LUAD_phos_92T,Intensity LUAD_phos_01N,Intensity LUAD_phos_02N,Intensity LUAD_phos_03N,Intensity LUAD_phos_04N,Intensity LUAD_phos_05N,Intensity LUAD_phos_06N,Intensity LUAD_phos_07N,Intensity LUAD_phos_08N,Intensity LUAD_phos_09N,Intensity LUAD_phos_10N,Intensity LUAD_phos_11N,Intensity LUAD_phos_12N,Intensity LUAD_phos_13N,Intensity LUAD_phos_14N,Intensity LUAD_phos_15N,Intensity LUAD_phos_16N,Intensity LUAD_phos_17N,Intensity LUAD_phos_18N,Intensity LUAD_phos_19N,Intensity LUAD_phos_20N,Intensity LUAD_phos_21N,Intensity LUAD_phos_22N,Intensity LUAD_phos_23N,Intensity LUAD_phos_24N,Intensity LUAD_phos_25N,Intensity LUAD_phos_26N,Intensity LUAD_phos_27N,Intensity LUAD_phos_28N,Intensity LUAD_phos_29N,Intensity LUAD_phos_30N,Intensity LUAD_phos_31N,Intensity LUAD_phos_32N,Intensity LUAD_phos_33N,Intensity LUAD_phos_34N,Intensity LUAD_phos_35N,Intensity LUAD_phos_36N,Intensity LUAD_phos_37N,Intensity LUAD_phos_38N,Intensity LUAD_phos_39N,Intensity LUAD_phos_40N,Intensity LUAD_phos_41N,Intensity LUAD_phos_42N,Intensity LUAD_phos_43N,Intensity LUAD_phos_44N,Intensity LUAD_phos_45N,Intensity LUAD_phos_46N,Intensity LUAD_phos_47N,Intensity LUAD_phos_48N,Intensity LUAD_phos_49N,Intensity LUAD_phos_50N,Intensity LUAD_phos_51N,Intensity LUAD_phos_52N,Intensity LUAD_phos_53N,Intensity LUAD_phos_54N,Intensity LUAD_phos_55N,Intensity LUAD_phos_56N,Intensity LUAD_phos_57N,Intensity LUAD_phos_58N,Intensity LUAD_phos_59N,Intensity LUAD_phos_60N,Intensity LUAD_phos_61N,Intensity LUAD_phos_62N,Intensity LUAD_phos_75N,Intensity LUAD_phos_76N,Intensity LUAD_phos_77N,Intensity LUAD_phos_78N,Intensity LUAD_phos_79N,Intensity LUAD_phos_80N,Intensity LUAD_phos_81N,Intensity LUAD_phos_82N,Intensity LUAD_phos_83N,Intensity LUAD_phos_84N,Intensity LUAD_phos_85N,Intensity LUAD_phos_86N,Intensity LUAD_phos_87N,Intensity LUAD_phos_88N,Intensity LUAD_phos_90N,Intensity LUAD_phos_91N,Intensity LUAD_phos_92N
A2AJT9,0,116685344.6,118194926.2,256854968.2,227712486.4,219751098.6,123978999.3,260820010.4,0,0,0,0,0,122526334.8,0,0,0,0,0,0,0,104866398.5,0,0,96149527.79,0,0,0,0,0,0,107415150.2,115565948.3,0,0,0,118790281.9,117478800.8,0,134612467.9,275693721.6,0,0,0,0,0,0,0,0,0,0,0,0,64298120.35,89187063,78069400.94,0,0,0,0,0,0,0,0,0,0,0,17457000,0,114688208.4,0,58788863.6,91445809.99,0,0,0,0,0,0,0,120647194.4,126131558.2,0,117954704.7,0,0,0,0,0,0,0,0,0,121134405.5,0,0,0,0,0,0,0,42020344.4,0,0,0,0,0,0,0,0,0,0,0,0,0,229553800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80505929.89,72579815.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43756623.52,0,0,0,0,0,0,0,0
A2RRP1,122119040.5,274695489.2,263983552.4,0,129994288.2,111309749.3,118844499.3,280147310.4,255304942.2,0,92111033.79,270779670.2,280134466,0,281385479.4,0,99130822.29,0,274855649.8,129719406.3,240068216.6,0,55978302.87,91412885.97,127947127.8,134098482,201919967.8,154817892.1,0,0,227825411.9,231272400.4,130324148.3,0,297998473.2,125062835.4,137557181.9,0,131640956.4,0,0,216830292.2,134448312.5,131049575.1,269758184,259732023.8,266195195.2,131448003.7,271472992.2,0,130804406.1,152552720.6,0,95979120.35,0,0,102897627.6,156030765,0,81746244.36,0,136240614.8,98015031.25,0,0,255895184,259075749.2,252375000,42007908.18,0,57578150.47,0,105305810,0,0,131418028.4,127425008.4,111211778.7,279345954.9,135015835.6,266818488.8,275685716.4,272459310.6,121822004.7,0,295357814.6,274092415.2,123121972.4,0,105592530.9,138470617.8,0,262144214.8,129454605.5,0,0,0,0,126566832.7,0,0,208846033.2,0,0,114752589.8,116686380.7,0,0,89247258.51,230781450.6,108491267.2,0,348554595.9,102618253.4,0,239132100,0,124487908,0,0,212644060.4,0,0,105466845.5,0,0,128834633.6,0,66985730.97,238931461,123072641.5,0,97796115.94,0,101360883,121240107.5,0,108620867.8,180524185.5,126096877.9,136757231,0,0,0,261295985,230948216.2,109781544.7,67360702.57,0,214054870.5,62879503.99,0,132810743.5,0,0,0,0,155343973.4
A2RU30,115121410.5,228781689.2,234768802.4,0,0,212714998.6,227819098.6,0,0,0,66931433.79,0,0,0,0,0,0,88531606.2,0,0,0,0,85722405.74,72651335.97,89317927.79,0,46982383.92,39604892.14,0,63188508.32,62135905.95,0,0,0,0,0,0,0,0,0,270980221.6,58307246.11,0,126340275.1,0,0,0,0,0,0,111304106.1,0,84755178.99,0,0,0,0,0,0,82388044.36,0,0,0,0,0,0,0,13415000,0,0,88922100.94,113610727.2,0,0,0,0,0,0,59757718.31,0,239733908.8,123205658.2,0,229276879.4,121009325.4,0,128692627.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34765044.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42392730.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111375228.1,0,0,0,35019623.52,59487203.99,0,0,0,0,0,0,0
A2RU67,0,0,127265926.2,0,121878288.2,118370449.3,0,0,0,0,0,0,0,0,0,0,81289822.29,0,0,0,0,0,142904605.7,185936886,0,0,0,86298892.14,0,0,0,0,0,0,0,0,131395181.9,128951790.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51714000,0,0,146104300.9,0,0,0,0,0,0,0,0,0,0,129941058.2,0,351799014.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116580688.8,0,0,0,0,0,0,0,164398850.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126009933.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121103358.1,26100272.35,0,0,120053247,250847412,0,0,0,0,0,0,0
A2RUS2,0,0,0,0,112679988.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44766402.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46366250.47,54624363.6,0,0,0,0,0,0,0,0,0,0,132097155.3,114383514.7,121441625.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122849533.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29556523.52,0,0,0,0,0,0,0,0
A3KN83,0,0,0,0,118268688.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70858205.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116615742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118009304.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4D1P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66956218.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96631461.88,0,0,0,0,83584942.76,0,0,0,0,0,0,0,0,59780502.57,0,0,0,0,0,0,0,0,0,70833186.72
A4D1S0,0,0,0,130113034.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128565135.6,121831094.4,125952458.2,131431855.3,118401204.7,0,0,0,0,0,0,135566337.8,135804926.1,0,0,0,0,0,0,0,0,0,0,0,108563079.6,0,101748280.7,0,0,0,0,0,0,114111065.3,0,248869030.4,0,0,0,0,134841088.5,0,0,0,0,0,127218473.9,123131633.6,0,0,0,0,0,0,120037861.9,0,103651107.5,0,0,0,0,0,0,0,0,254796835,0,15226272.35,0,0,0,69042803.99,0,0,0,0,0,0,92005786.72
A4D1S5;Q86YS6,0,0,0,0,0,0,113137599.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4FU49,0,0,0,0,0,0,0,0,0,0,0,0,126468413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230219096.6,0,0,0,0,0,0,0,133398150.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117353874.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377887974.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401847274.5,431328495.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225822817,0,0,0,0,0,0,0,0,390900797.1,0,0
A4UGR9,0,0,0,0,0,0,0,377254485.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5A3E0;P0CG38;P0CG39;P60709;P63261;Q6S8J3;Q9BYX7,0,114663244.6,0,128437034.1,112252088.2,0,114470199.3,126581155.2,104158771.1,0,0,133385745.1,0,0,0,0,0,0,0,0,0,0,46221702.87,0,97235727.79,130481382,47366383.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124679112.5,126295975.1,0,0,0,0,0,0,114762206.1,117071520.6,0,56776920.35,0,0,92387427.64,0,0,0,0,0,0,0,0,115190342,112886274.6,0,0,0,47821550.47,58153063.6,100404810,0,0,0,0,0,0,130270835.6,124014494.4,0,132443555.3,119439204.7,122225825.4,125671807.3,0,114985972.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104465579.6,0,0,153222999.3,0,0,0,0,0,0,0,0,0,0,123982508,0,0,89511530.2,0,0,0,0,0,0,0,51435730.97,118540230.5,122845241.5,0,75152715.94,0,0,0,201593059.4,84323567.79,0,0,0,0,112692982.7,0,0,112513558.1,0,0,0,27829823.52,76322803.99,0,0,131654041.5,0,0,0,72005786.72
A5A3E0;P0CG38;P60709;P62736;P63267;P63261;P68032;P68133;Q6S8J3,117525840.5,116098044.6,118525226.2,128348534.1,112747088.2,107320249.3,113375399.3,125525465.2,0,0,68231133.79,0,0,0,0,0,79113822.29,89489606.2,0,0,0,0,46928102.87,0,88551627.79,0,0,44057292.14,0,64188928.32,0,0,0,0,0,0,0,0,0,134497467.9,135102460.8,61329646.11,0,125910655.1,0,0,0,0,0,0,0,117006720.6,0,53833120.35,0,0,0,0,0,82842744.36,0,0,82980731.25,0,0,0,0,0,29282308.18,0,48527950.47,57124963.6,87311009.99,0,0,0,0,0,0,129439035.6,119800734.4,122968958.2,131493115.3,114934704.7,121135425.4,122799207.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80566425.26,0,0,0,0,0,0,0,0,133702867.6,135414558.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80197142.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5A3E0;P60709;P62736;P63267;P63261;P68032;P68133;Q562R1;Q6S8J3;Q9BYX7,268952381,139359244.6,249731952.4,143427934.1,144154288.2,135570449.3,149306999.3,134089955.2,102383871.1,0,68817733.79,0,0,0,125432739.7,0,85890822.29,91478206.2,123432824.9,119551106.3,115092458.3,0,102417905.7,0,0,128494882,47572283.92,154974684.2,0,0,0,121607950.2,117279248.3,122422918,157601573.3,0,0,117411170.8,131048856.4,0,141412160.8,113653146.1,0,258674150.2,124893592,0,129402097.6,132257003.7,261390232.2,0,0,120343720.6,0,0,83251663,78683600.94,0,0,0,167224588.7,239258080.8,0,0,0,0,121884342,0,2013100,0,0,105617600.9,102449463.6,181306520,0,134556084.5,132369528.4,0,0,132833436.6,135144735.6,272154798.8,262558816.4,280406410.6,286262609.4,280827350.8,144976907.3,138470607.6,237605344.8,0,185665661.8,137279717.8,0,126621907.4,121623105.5,0,105545850.3,136242049.3,0,123893132.7,0,0,93833688.8,97665381.81,116996979.6,0,0,153830849.7,0,155587358.5,241485050.6,117091767.2,123569691.5,120487065.3,226467606.8,130697615.2,117626650,0,135119908,142911867.6,0,157684030.2,128768813.5,133517258.3,220635991,0,137910273.9,0,113454923.4,121532161.9,247015661,122295141.5,76117929.89,0,0,85237583.05,179718915.1,226767459.4,97274867.79,86244942.76,117458777.9,0,0,0,139296328.9,131326502.5,237619016.2,0,140269005.1,0,97306247.04,110213804,142259306.4,0,0,133520322.6,124364675.7,0,143977273.4
A5D8V7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122598407.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123344733.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71545786.72
A5PKW4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134959643.5,0,0,0,0,0
A5PLN7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5YKK6,0,0,0,0,0,107909749.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128930835.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5YM69,0,0,117809926.2,0,225632976.4,105882049.3,340924297.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78323384.28,0,0,68409505.95,0,119828548.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244449807.4,0,54243955.78,0,0,0,0,0,0,0,0,0,0,0,122127514.8,0,0,0,0,0,0,0,113728008.4,0,0,0,0,0,255083036.8,0,0,0,0,0,0,131708365.3,229453009.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5YM69;Q12774,0,0,0,0,0,0,129120999.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92466205.95,0,0,0,0,0,0,0,0,140436667.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115926342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122374307.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6H8Y1,124507740.5,135794244.6,125844826.2,143931934.1,134014288.2,119351449.3,127975999.3,134063655.2,105801471.1,0,0,0,129016033,123731934.8,0,0,107907822.3,0,129828824.9,0,115171358.3,0,95349302.87,85971885.97,112242127.8,0,80847983.92,70238892.14,0,0,83529205.95,117678950.2,0,115173618,84602736.64,0,0,119466690.8,127961956.4,150777667.9,139140160.8,66144146.11,0,128419475.1,108162992,127163011.9,124384597.6,125900603.7,134281196.1,0,115671206.1,124897220.6,0,58857520.35,0,0,0,86970082.52,0,0,0,125249214.8,86107331.25,0,0,119948642,122961074.6,49327000,39983908.18,0,62198150.47,63621463.6,108738810,128051021.4,140440384.5,130803828.4,0,0,65002518.31,0,119980444.4,133190858.2,133303455.3,126862804.7,124705825.4,132313907.3,135657707.6,0,0,0,0,0,0,0,0,0,0,0,121269932.7,0,0,33832644.4,0,0,0,99355380.65,0,0,0,0,105977067.2,0,118449065.3,0,0,0,0,0,133308417.6,136173378.5,94425030.2,0,0,0,0,0,0,129959623.4,54005730.97,117564830.5,0,76709629.89,72766615.94,0,0,89596007.55,106751529.7,0,0,0,0,0,0,0,127548802.5,118187358.1,22479272.35,0,110183925.9,33625823.52,0,103716806.4,0,135530371.5,130413922.6,0,0,0
A6NC98,0,248558889.2,248861252.4,130764134.1,0,129899449.3,121776999.3,126606355.2,111596471.1,0,79399033.79,0,0,0,0,0,0,92253406.2,0,123152406.3,0,0,140802605.7,0,0,0,61418983.92,62365892.14,0,68386628.32,163660911.9,0,115322048.3,0,0,0,0,119847490.8,128352756.4,133320097.9,134043260.8,0,126175212.5,0,0,0,124576097.6,0,0,0,0,117664820.6,0,73048120.35,0,0,100447627.6,0,0,110742344.4,0,0,0,0,0,121270642,0,114394000,41148908.18,0,144002300.9,73101463.6,0,0,0,0,0,0,0,263776671.2,125418494.4,250564816.4,137912955.3,241247309.4,125391725.4,123299707.3,0,0,0,0,0,0,0,0,0,0,0,109516559.4,0,0,0,0,0,105070679.6,0,0,0,0,0,83761625.26,0,0,0,0,0,0,0,0,0,135210188.5,0,0,0,0,0,0,0,0,66637730.97,0,0,80680829.89,0,0,0,0,0,0,84316942.76,0,0,0,0,0,0,0,15591272.35,0,0,0,0,0,0,0,0,0,0,0
A6ND36,0,0,0,134276134.1,0,106472049.3,0,0,0,0,0,0,0,0,0,0,80216722.29,124417606.2,101253224.9,0,0,0,0,77664685.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135628067.9,134423860.8,0,124288992.5,0,105984992,0,0,0,0,0,0,0,0,54543120.35,0,0,0,0,0,0,0,0,0,0,0,0,117969674.6,0,0,0,0,0,174545820,0,0,0,0,0,0,0,0,0,131117945.3,0,0,123203307.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NDB9,872501683.5,0,971668183.4,964561538.7,1860356358,469579297.2,112998599.3,519143720.8,361167813.3,259297217.8,268808101.4,273555690.2,127161033,132094734.8,0,0,361688089.2,196057012.4,200204349.8,114569106.3,0,0,284553211.5,419139544,669460239,0,48312483.92,242060568.6,86828713.12,0,828300235.5,225886700.4,235947596.6,482142762,154861473.3,526098441.6,549687327.6,719726254,399954569.2,586673571.6,410212782.4,0,526762750,252304160.2,0,0,126165697.6,506785514.8,0,0,0,235618541.2,0,165683240.7,279464489,475905603.6,348675082.9,74470082.52,137896568.6,0,0,128091814.8,270081293.8,475685826.8,135272096.8,601536510,363288523.8,26167000,0,231876916.8,290952601.9,80962463.6,665233460,128329821.4,550537558,0,254998316.8,493425914.8,73212318.31,679082848,798327156.4,650287591,396860865.9,1090247038,1046849403,630643136.5,523747630.4,480060589.6,514099419.6,178910061.8,272466435.6,0,125051107.4,0,0,107532340.3,0,225597218.8,0,0,112295424.5,464544966.4,0,380682238.8,0,0,76157249.66,0,182321717,177537450.5,453343768.8,491949366,118507165.3,280481960.3,125024015.2,0,264667707.4,127042708,411985902.8,411105135.5,85377330.2,0,261602716.6,221746391,0,131133273.9,502517234.4,339757770.2,69298730.97,358016091.5,490683166,87958929.89,0,326305185.7,386476932.2,292145522.6,215351259.4,260189403.4,0,117140877.9,125658731,730944528.2,0,134236458.9,260495605,248059916.2,87494989.4,0,226519131.8,483747641.1,0,0,130989343.5,266334543,0,375164397.1,117468177.3,243531360.2
A6NEL2,0,0,0,257224768.2,570518841,108024149.3,113161199.3,0,103196871.1,0,0,0,0,123158434.8,0,0,0,0,0,0,0,0,0,80187485.97,0,0,0,40108692.14,0,0,64349405.95,0,115974948.3,0,0,0,0,0,0,0,270107911.6,0,0,0,0,0,0,0,0,0,0,0,0,56689820.35,0,0,0,0,0,0,0,0,0,0,0,232151884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115071304.7,0,123692607.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
